,pubdate,authors,title,fulljournalname,pubmed,doi,pmc
370,2019 Oct 4,"[{'name': 'PDBe-KB consortium VaradiMihalyM1BerrisfordJohnJ1DeshpandeMandarM1NairSreenath SSS1GutmanasAleksandrasA1ArmstrongDavidD1PravdaLukasL1Al-LazikaniBissanB2AnyangoStephenS1BartonGeoffrey JGJ3BerkaKarelK4BlundellTomT5BorkakotiNeeraN1DanaJoseJ1DasSayoniS6DeySucharitaS7MiccoPatrizio DiPD2FraternaliFrancaF8GibsonTobyT9Helmer-CitterichManuelaM10HokszaDavidD1121HuangLiang-ChinLC12JainRishabhR9JubbHarryH13KannasChristosC2KannanNatarajanN12KocaJaroslavJ1422KrivakRadoslavR11KumarManjeetM9LevyEmmanuel DED7MadeiraFF1MadhusudhanM SMS15MartellHenry JHJ16MacGowanStuartS3McGreigJake EJE16MirSaqibS1MukhopadhyayAbhikA1ParcaLucaL10Paysan-LafosseTyphaineT1RaduskyLeandroL17RibeiroAntonioA1SerranoLuisL17SillitoeIanI6SinghGulzarG15SkodaPetrP11SvobodovaRadkaR1422TyzackJonathanJ1ValenciaAlfonsoA18FernandezEloy VillasclarasEV2VrankenWimW19WassMarkM16ThorntonJanetJ1SternbergMichaelM20OrengoChristineC6VelankarSameerS1', 'authtype': 'CollectiveName'}]",PDBe-KB: a community-driven resource for structural and functional annotations,Nucleic Acids Research,31584092,10.1093/nar/gkz853,PMC6943075
371,2019 Sep 25,"[{'name': 'The Alliance of Genome Resources Consortium AgapiteJulieJAlbouLaurent-PhilippeLPAleksanderSuziSArgasinskaJoannaJArnaboldiValerioVAttrillHelenHBelloSusan MSMBlakeJudith AJABlodgettOlinOBradfordYvonne MYMBultCarol JCJCainScottSCalviBrian RBRCarbonSethSChanJuancarlosJChenWen JWJCherryJ MichaelJMChoJaehyoungJChristieKaren RKRCrosbyMadeline AMAPonsJeff DeJDDolanMary EMEdos SantosGilbertoGDunnBarbaraBDunnNathanNEagleAnneAEbertDustinDEngelStacia RSRFashenaDavidDFrazerKenKGaoSibylSGondweFelixFGoodmanJoshJGramatesL SianLSGroveChristian ACAHarrisToddTHarrisonMarie-ClaireMCHoweDouglas GDGHoweKevin LKLJhaSagarSKadinJames AJAKaufmanThomas CTCKalitaPatrickPKarraKalpanaKKishoreRanjanaRLaulederkindStanSLeeRaymondRMacPhersonKevin AKAMarygoldSteven JSJMatthewsBeverleyBMillburnGillianGMiyasatoStuartSMoxonSierraSMuellerHans-MichaelHMMungallChristopherCMuruganujanAnushyaAMushayahamaTremayneTNashRobert SRSNgPatrickPPauliniMichaelMPerrimonNorbertNPichChristianCRacitiDanielaDRichardsonJoel EJERussellMatthewMGelbartSusan RussoSRRuzickaLeylaLSchaperKevinKShimoyamaMaryMSimisonMattMSmithCynthiaCShawDavid RDRShrivatsavAjayASkrzypekMarekMSmithJennifer RJRSternbergPaul WPWTaboneChristopher JCJThomasPaul DPDThotaJyothiJToroSabrinaSTomczukMonikaMTutajMarekMTutajMonikaMUrbanoJose-MariaJMAukenKimberly VanKVSlykeCeri E VanCEWangShur-JenSJWengShuaiSWesterfieldMonteMWilliamsGaryGWongEdith DEDWrightAdamAYookKarenK', 'authtype': 'CollectiveName'}]",Alliance of Genome Resources Portal: unified model organism research platform,Nucleic Acids Research,31552413,10.1093/nar/gkz813,PMC6943066
372,2019 Sep 16,"[{'name': 'Nguengang Wakap S', 'authtype': 'Author'}, {'name': 'Lambert DM', 'authtype': 'Author'}, {'name': 'Olry A', 'authtype': 'Author'}, {'name': 'Rodwell C', 'authtype': 'Author'}, {'name': 'Gueydan C', 'authtype': 'Author'}, {'name': 'Lanneau V', 'authtype': 'Author'}, {'name': 'Murphy D', 'authtype': 'Author'}, {'name': 'Le Cam Y', 'authtype': 'Author'}, {'name': 'Rath A', 'authtype': 'Author'}]",Estimating cumulative point prevalence of rare diseases: analysis of the Orphanet database,European Journal of Human Genetics,31527858,10.1038/s41431-019-0508-0,PMC6974615
373,2019 Sep 15,"[{'name': 'Villalba-Diez J', 'authtype': 'Author'}, {'name': 'Schmidt D', 'authtype': 'Author'}, {'name': 'Gevers R', 'authtype': 'Author'}, {'name': 'Ordieres-Meré J', 'authtype': 'Author'}, {'name': 'Buchwitz M', 'authtype': 'Author'}, {'name': 'Wellbrock W', 'authtype': 'Author'}]",Deep Learning for Industrial Computer Vision Quality Control in the Printing Industry 4.0,"Sensors (Basel, Switzerland)",31540187,10.3390/s19183987,PMC6767246
374,2019 Aug 13,"[{'name': 'Morton K', 'authtype': 'Author'}, {'name': 'Wang P', 'authtype': 'Author'}, {'name': 'Bizon C', 'authtype': 'Author'}, {'name': 'Cox S', 'authtype': 'Author'}, {'name': 'Balhoff J', 'authtype': 'Author'}, {'name': 'Kebede Y', 'authtype': 'Author'}, {'name': 'Fecho K', 'authtype': 'Author'}, {'name': 'Tropsha A', 'authtype': 'Author'}]",ROBOKOP: an abstraction layer and user interface for knowledge graphs to support question answering,Bioinformatics,31410449,10.1093/bioinformatics/btz604,PMC6954664
375,2019 Aug 8,"[{'name': 'He X', 'authtype': 'Author'}, {'name': 'Zhang R', 'authtype': 'Author'}, {'name': 'Rizvi R', 'authtype': 'Author'}, {'name': 'Vasilakes J', 'authtype': 'Author'}, {'name': 'Yang X', 'authtype': 'Author'}, {'name': 'Guo Y', 'authtype': 'Author'}, {'name': 'He Z', 'authtype': 'Author'}, {'name': 'Prosperi M', 'authtype': 'Author'}, {'name': 'Huo J', 'authtype': 'Author'}, {'name': 'Alpert J', 'authtype': 'Author'}, {'name': 'Bian J', 'authtype': 'Author'}]",ALOHA: developing an interactive graph-based visualization for dietary supplement knowledge graph through user-centered design,BMC Medical Informatics and Decision Making,31391091,10.1186/s12911-019-0857-1,PMC6686235
376,2019 Aug 2,"[{'name': 'Chen T', 'authtype': 'Author'}, {'name': 'Zhang Y', 'authtype': 'Author'}, {'name': 'Wang Z', 'authtype': 'Author'}, {'name': 'Wang D', 'authtype': 'Author'}, {'name': 'Li H', 'authtype': 'Author'}, {'name': 'Liu W', 'authtype': 'Author'}]",SinoPedia—A Linked Data Services platform for decentralized knowledge base,PLoS ONE,31374080,10.1371/journal.pone.0219992,PMC6677298
377,2019 Jul 30,"[{'name': 'Sánchez LF', 'authtype': 'Author'}, {'name': 'Burger B', 'authtype': 'Author'}, {'name': 'Horro C', 'authtype': 'Author'}, {'name': 'Fabregat A', 'authtype': 'Author'}, {'name': 'Johansson S', 'authtype': 'Author'}, {'name': 'Njølstad PR', 'authtype': 'Author'}, {'name': 'Barsnes H', 'authtype': 'Author'}, {'name': 'Hermjakob H', 'authtype': 'Author'}, {'name': 'Vaudel M', 'authtype': 'Author'}]",PathwayMatcher: proteoform-centric network construction enables fine-granularity multiomics pathway mapping,GigaScience,31363752,10.1093/gigascience/giz088,PMC6667378
378,2019 Jul 29,"[{'name': 'Hendling M', 'authtype': 'Author'}, {'name': 'Barišić I', 'authtype': 'Author'}]",In-silico Design of DNA Oligonucleotides: Challenges and Approaches,Computational and Structural Biotechnology Journal,31452858,10.1016/j.csbj.2019.07.008,PMC6700205
379,2019 Jul 10,"[{'name': 'Nelson CA', 'authtype': 'Author'}, {'name': 'Butte AJ', 'authtype': 'Author'}, {'name': 'Baranzini SE', 'authtype': 'Author'}]",Integrating biomedical research and electronic health records to create knowledge-based biologically meaningful machine-readable embeddings,Nature Communications,31292438,10.1038/s41467-019-11069-0,PMC6620318
380,2019 Jul 9,"[{'name': 'Mignone A', 'authtype': 'Author'}, {'name': 'Grand A', 'authtype': 'Author'}, {'name': 'Fiori A', 'authtype': 'Author'}, {'name': 'Medico E', 'authtype': 'Author'}, {'name': 'Bertotti A', 'authtype': 'Author'}]",Semalytics: a semantic analytics platform for the exploration of distributed and heterogeneous cancer data in translational research,Database: The Journal of Biological Databases and Curation,31287543,10.1093/database/baz080,PMC6615453
381,2019 Jul 4,"[{'name': 'Lo Giudice P', 'authtype': 'Author'}, {'name': 'Nocera A', 'authtype': 'Author'}, {'name': 'Ursino D', 'authtype': 'Author'}, {'name': 'Virgili L', 'authtype': 'Author'}]",Building Topic-Driven Virtual IoTs in a Multiple IoTs Scenario,"Sensors (Basel, Switzerland)",31277486,10.3390/s19132956,PMC6650851
382,2019 Jul 3,"[{'name': 'Sedler AR', 'authtype': 'Author'}, {'name': 'Mitchell CS', 'authtype': 'Author'}]",SemNet: Using Local Features to Navigate the Biomedical Concept Graph,Frontiers in Bioengineering and Biotechnology,31334227,10.3389/fbioe.2019.00156,PMC6616276
383,2019 Jul 1,"[{'name': 'Dolezel D', 'authtype': 'Author'}, {'name': 'McLeod A', 'authtype': 'Author'}]",Big Data Analytics in Healthcare: Investigating the Diffusion of Innovation,Perspectives in Health Information Management,31423120,,PMC6669368
384,2019 Jul 1,"[{'name': 'Couch D', 'authtype': 'Author'}, {'name': 'Yu Z', 'authtype': 'Author'}, {'name': 'Nam JH', 'authtype': 'Author'}, {'name': 'Allen C', 'authtype': 'Author'}, {'name': 'Ramos PS', 'authtype': 'Author'}, {'name': 'da Silveira WA', 'authtype': 'Author'}, {'name': 'Hunt KJ', 'authtype': 'Author'}, {'name': 'Hazard ES', 'authtype': 'Author'}, {'name': 'Hardiman G', 'authtype': 'Author'}, {'name': 'Lawson A', 'authtype': 'Author'}, {'name': 'Chung D', 'authtype': 'Author'}]",GAIL: An interactive webserver for inference and dynamic visualization of gene-gene associations based on gene ontology guided mining of biomedical literature,PLoS ONE,31260503,10.1371/journal.pone.0219195,PMC6602258
385,2019 Jun 28,"[{'name': 'Kratochvíl M', 'authtype': 'Author'}, {'name': 'Vondrášek J', 'authtype': 'Author'}, {'name': 'Galgonek J', 'authtype': 'Author'}]",Interoperable chemical structure search service,Journal of Cheminformatics,31254167,10.1186/s13321-019-0367-2,PMC6599361
386,2019 Jun 11,"[{'name': 'Guthrie L', 'authtype': 'Author'}, {'name': 'Wolfson S', 'authtype': 'Author'}, {'name': 'Kelly L', 'authtype': 'Author'}]",The human gut chemical landscape predicts microbe-mediated biotransformation of foods and drugs,eLife,31184303,10.7554/eLife.42866,PMC6559788
387,2019 Jun 8,"[{'name': 'Kwon S', 'authtype': 'Author'}, {'name': 'Kim SS', 'authtype': 'Author'}, {'name': 'Nebeck HE', 'authtype': 'Author'}, {'name': 'Ahn EH', 'authtype': 'Author'}]",Immortalization of Different Breast Epithelial Cell Types Results in Distinct Mitochondrial Mutagenesis,International Journal of Molecular Sciences,31181796,10.3390/ijms20112813,PMC6600575
388,2019 Jun,"[{'name': 'Kalmegh P', 'authtype': 'Author'}, {'name': 'Babu S', 'authtype': 'Author'}, {'name': 'Roy S', 'authtype': 'Author'}]",iQCAR: inter-Query Contention Analyzer for Data Analytics Frameworks,Proceedings. ACM-Sigmod International Conference on Management of Data,33840884,10.1145/3299869.3319904,PMC8034287
389,2019 May 9,"[{'name': 'Di Benedetto P', 'authtype': 'Author'}, {'name': 'Panzera N', 'authtype': 'Author'}, {'name': 'Cipriani P', 'authtype': 'Author'}, {'name': 'Mastroiaco V', 'authtype': 'Author'}, {'name': 'Tessitore A', 'authtype': 'Author'}, {'name': 'Liakouli V', 'authtype': 'Author'}, {'name': 'Ruscitti P', 'authtype': 'Author'}, {'name': 'Berardicurti O', 'authtype': 'Author'}, {'name': 'Carubbi F', 'authtype': 'Author'}, {'name': 'Guggino G', 'authtype': 'Author'}, {'name': 'Bianchi A', 'authtype': 'Author'}, {'name': 'Di Marco A', 'authtype': 'Author'}, {'name': 'Ciccia F', 'authtype': 'Author'}, {'name': 'Alesse E', 'authtype': 'Author'}, {'name': 'Giacomelli R', 'authtype': 'Author'}]","Mesenchymal stem cells of Systemic Sclerosis patients, derived from different sources, show a profibrotic microRNA profiling",Scientific Reports,31073190,10.1038/s41598-019-43638-0,PMC6509164
390,2019 May 6,"[{'name': 'Post A', 'authtype': 'Author'}, {'name': 'Chappidi N', 'authtype': 'Author'}, {'name': 'Gunda D', 'authtype': 'Author'}, {'name': 'Deshpande N', 'authtype': 'Author'}]",A Method for EHR Phenotype Management in an i2b2 Data Warehouse,AMIA Summits on Translational Science Proceedings,31258960,,PMC6568136
391,2019 Apr 8,"[{'name': 'Page RD', 'authtype': 'Author'}]",Ozymandias: a biodiversity knowledge graph,PeerJ,30993051,10.7717/peerj.6739,PMC6459178
392,2019 Apr 1,"[{'name': 'Ruan T', 'authtype': 'Author'}, {'name': 'Huang Y', 'authtype': 'Author'}, {'name': 'Liu X', 'authtype': 'Author'}, {'name': 'Xia Y', 'authtype': 'Author'}, {'name': 'Gao J', 'authtype': 'Author'}]",QAnalysis: a question-answer driven analytic tool on knowledge graphs for leveraging electronic medical records for clinical research,BMC Medical Informatics and Decision Making,30935389,10.1186/s12911-019-0798-8,PMC6444506
393,2019 Mar 8,"[{'name': 'Haeusler M', 'authtype': 'Author'}, {'name': 'Trojer T', 'authtype': 'Author'}, {'name': 'Kessler J', 'authtype': 'Author'}, {'name': 'Farwick M', 'authtype': 'Author'}, {'name': 'Nowakowski E', 'authtype': 'Author'}, {'name': 'Breu R', 'authtype': 'Author'}]",ChronoSphere: a graph-based EMF model repository for IT landscape models,Software and Systems Modeling,31975977,10.1007/s10270-019-00725-0,PMC6944265
394,2019 Feb 21,"[{'name': 'Miller RA', 'authtype': 'Author'}, {'name': 'Ehrhart F', 'authtype': 'Author'}, {'name': 'Eijssen LM', 'authtype': 'Author'}, {'name': 'Slenter DN', 'authtype': 'Author'}, {'name': 'Curfs LM', 'authtype': 'Author'}, {'name': 'Evelo CT', 'authtype': 'Author'}, {'name': 'Willighagen EL', 'authtype': 'Author'}, {'name': 'Kutmon M', 'authtype': 'Author'}]",Beyond Pathway Analysis: Identification of Active Subnetworks in Rett Syndrome,Frontiers in Genetics,30847002,10.3389/fgene.2019.00059,PMC6393361
395,2019 Feb 15,"[{'name': 'Meijerink M', 'authtype': 'Author'}, {'name': 'van den Broek T', 'authtype': 'Author'}, {'name': 'Dulos R', 'authtype': 'Author'}, {'name': 'Neergaard Jacobsen L', 'authtype': 'Author'}, {'name': 'Staudt Kvistgaard A', 'authtype': 'Author'}, {'name': 'Garthoff J', 'authtype': 'Author'}, {'name': 'Knippels L', 'authtype': 'Author'}, {'name': 'Knipping K', 'authtype': 'Author'}, {'name': 'Houben G', 'authtype': 'Author'}, {'name': 'Verschuren L', 'authtype': 'Author'}, {'name': 'van Bilsen J', 'authtype': 'Author'}]",The Impact of Immune Interventions: A Systems Biology Strategy for Predicting Adverse and Beneficial Immune Effects,Frontiers in Immunology,30828334,10.3389/fimmu.2019.00231,PMC6384242
396,2019 Feb 14,"[{'name': 'Jing X', 'authtype': 'Author'}, {'name': 'Emerson M', 'authtype': 'Author'}, {'name': 'Masters D', 'authtype': 'Author'}, {'name': 'Brooks M', 'authtype': 'Author'}, {'name': 'Buskirk J', 'authtype': 'Author'}, {'name': 'Abukamail N', 'authtype': 'Author'}, {'name': 'Liu C', 'authtype': 'Author'}, {'name': 'Cimino JJ', 'authtype': 'Author'}, {'name': 'Shubrook J', 'authtype': 'Author'}, {'name': 'De Lacalle S', 'authtype': 'Author'}, {'name': 'Zhou Y', 'authtype': 'Author'}, {'name': 'Patel VL', 'authtype': 'Author'}]",A visual interactive analytic tool for filtering and summarizing large health data sets coded with hierarchical terminologies (VIADS),BMC Medical Informatics and Decision Making,30764811,10.1186/s12911-019-0750-y,PMC6376747
397,2019 Jan 23,"[{'name': 'Romanowska J', 'authtype': 'Author'}, {'name': 'Joshi A', 'authtype': 'Author'}]",From Genotype to Phenotype: Through Chromatin,Genes,30678090,10.3390/genes10020076,PMC6410296
398,2018 Dec 25,"[{'name': 'Shoshi A', 'authtype': 'Author'}, {'name': 'Hofestädt R', 'authtype': 'Author'}, {'name': 'Zolotareva O', 'authtype': 'Author'}, {'name': 'Friedrichs M', 'authtype': 'Author'}, {'name': 'Maier A', 'authtype': 'Author'}, {'name': 'Ivanisenko VA', 'authtype': 'Author'}, {'name': 'Dosenko VE', 'authtype': 'Author'}, {'name': 'Bragina EY', 'authtype': 'Author'}]",GenCoNet – A Graph Database for the Analysis of Comorbidities by Gene Networks,Journal of Integrative Bioinformatics,30864352,10.1515/jib-2018-0049,PMC6348742
399,2018 Dec 21,"[{'name': 'Vieira V', 'authtype': 'Author'}, {'name': 'Ferreira J', 'authtype': 'Author'}, {'name': 'Rodrigues R', 'authtype': 'Author'}, {'name': 'Liu F', 'authtype': 'Author'}, {'name': 'Rocha M', 'authtype': 'Author'}]",A Model Integration Pipeline for the Improvement of Human Genome-Scale Metabolic Reconstructions,Journal of Integrative Bioinformatics,30808160,10.1515/jib-2018-0068,PMC6798860
400,2018 Dec 14,"[{'name': 'Kawashima S', 'authtype': 'Author'}, {'name': 'Katayama T', 'authtype': 'Author'}, {'name': 'Hatanaka H', 'authtype': 'Author'}, {'name': 'Kushida T', 'authtype': 'Author'}, {'name': 'Takagi T', 'authtype': 'Author'}]",NBDC RDF portal: a comprehensive repository for semantic data in life sciences,Database: The Journal of Biological Databases and Curation,30576482,10.1093/database/bay123,PMC6301334
401,2018 Dec 7,"[{'name': 'Conte N', 'authtype': 'Author'}, {'name': 'Mason JC', 'authtype': 'Author'}, {'name': 'Halmagyi C', 'authtype': 'Author'}, {'name': 'Neuhauser S', 'authtype': 'Author'}, {'name': 'Mosaku A', 'authtype': 'Author'}, {'name': 'Yordanova G', 'authtype': 'Author'}, {'name': 'Chatzipli A', 'authtype': 'Author'}, {'name': 'Begley DA', 'authtype': 'Author'}, {'name': 'Krupke DM', 'authtype': 'Author'}, {'name': 'Parkinson H', 'authtype': 'Author'}, {'name': 'Meehan TF', 'authtype': 'Author'}, {'name': 'Bult CC', 'authtype': 'Author'}]",PDX Finder: A portal for patient-derived tumor xenograft model discovery,Nucleic Acids Research,30535239,10.1093/nar/gky984,PMC6323912
402,2018 Dec 5,"[{'name': 'Mathe JL', 'authtype': 'Author'}, {'name': 'Nelson SD', 'authtype': 'Author'}, {'name': 'Weinberg ST', 'authtype': 'Author'}, {'name': 'Lehmann CU', 'authtype': 'Author'}, {'name': 'Nadas A', 'authtype': 'Author'}, {'name': 'Weitkamp AO', 'authtype': 'Author'}]",Leveraging Knowledge Representation to Maintain Immunization Clinical Decision Support,AMIA Annual Symposium Proceedings,30815121,,PMC6371352
403,2018 Dec 5,"[{'name': 'Peterson KJ', 'authtype': 'Author'}, {'name': 'Liu H', 'authtype': 'Author'}]",The Sublanguage of Clinical Problem Lists: A Corpus Analysis,AMIA Annual Symposium Proceedings,30815190,,PMC6371258
404,2018 Dec,"[{'name': 'He X', 'authtype': 'Author'}, {'name': 'Zhang R', 'authtype': 'Author'}, {'name': 'Rizvi R', 'authtype': 'Author'}, {'name': 'Vasilakes J', 'authtype': 'Author'}, {'name': 'Yang X', 'authtype': 'Author'}, {'name': 'Guo Y', 'authtype': 'Author'}, {'name': 'He Z', 'authtype': 'Author'}, {'name': 'Prosperi M', 'authtype': 'Author'}, {'name': 'Bian J', 'authtype': 'Author'}]",Prototyping an Interactive Visualization of Dietary Supplement Knowledge Graph,Proceedings. IEEE International Conference on Bioinformatics and Biomedicine,31667004,10.1109/BIBM.2018.8621340,PMC6821392
405,2018 Nov 30,"[{'name': 'Venkatesan A', 'authtype': 'Author'}, {'name': 'Tagny Ngompe G', 'authtype': 'Author'}, {'name': 'Hassouni NE', 'authtype': 'Author'}, {'name': 'Chentli I', 'authtype': 'Author'}, {'name': 'Guignon V', 'authtype': 'Author'}, {'name': 'Jonquet C', 'authtype': 'Author'}, {'name': 'Ruiz M', 'authtype': 'Author'}, {'name': 'Larmande P', 'authtype': 'Author'}]",Agronomic Linked Data (AgroLD): A knowledge-based system to enable integrative biology in agronomy,PLoS ONE,30500839,10.1371/journal.pone.0198270,PMC6269127
406,2018 Nov 20,"[{'name': 'Hannigan GD', 'authtype': 'Author'}, {'name': 'Duhaime MB', 'authtype': 'Author'}, {'name': 'Ruffin MT IV', 'authtype': 'Author'}, {'name': 'Koumpouras CC', 'authtype': 'Author'}, {'name': 'Schloss PD', 'authtype': 'Author'}]",Diagnostic Potential and Interactive Dynamics of the Colorectal Cancer Virome,mBio,30459201,10.1128/mBio.02248-18,PMC6247079
407,2018 Nov 20,"[{'name': 'Xu B', 'authtype': 'Author'}, {'name': 'Li C', 'authtype': 'Author'}, {'name': 'Zhuang H', 'authtype': 'Author'}, {'name': 'Wang J', 'authtype': 'Author'}, {'name': 'Wang Q', 'authtype': 'Author'}, {'name': 'Wang C', 'authtype': 'Author'}, {'name': 'Zhou X', 'authtype': 'Author'}]",Distributed gene clinical decision support system based on cloud computing,BMC Medical Genomics,30454054,10.1186/s12920-018-0415-1,PMC6245588
408,2018 Nov 20,"[{'name': 'Messina A', 'authtype': 'Author'}, {'name': 'Fiannaca A', 'authtype': 'Author'}, {'name': 'La Paglia L', 'authtype': 'Author'}, {'name': 'La Rosa M', 'authtype': 'Author'}, {'name': 'Urso A', 'authtype': 'Author'}]",BioGraph: a web application and a graph database for querying and analyzing bioinformatics resources,BMC Systems Biology,30458802,10.1186/s12918-018-0616-4,PMC6245492
