,Date,Author,Title,Publication Title,PMID,DOI,PMCID,Link Attachments
443,2020 Aug 20,"Duncan WD, Thyvalikakath T, Haendel M, Torniai C, Hernandez P, Song M, Acharya A, Caplan DJ, Schleyer T, Ruttenberg A","Structuring, reuse and analysis of electronic dental data using the Oral Health and Disease Ontology",Journal of Biomedical Semantics,32819435,10.1186/s13326-020-00222-0,PMC7439527,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7439527
444,2020 Aug 18,"Reese J, Unni D, Callahan TJ, Cappelletti L, Ravanmehr V, Carbon S, Fontana T, Blau H, Matentzoglu N, Harris NL, Munoz-Torres MC, Robinson PN, Joachimiak MP, Mungall CJ",KG-COVID-19: a framework to produce customized knowledge graphs for COVID-19 response,bioRxiv,32839776,10.1101/2020.08.17.254839,PMC7444288,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7444288
445,2020 Aug 15,"González‐Fuente M, Carrère S, Monachello D, Marsella BG, Cazalé A, Zischek C, Mitra RM, Rezé N, Cottret L, Mukhtar MS, Lurin C, Noël LD, Peeters N","EffectorK, a comprehensive resource to mine for Ralstonia, Xanthomonas, and other published effector interactors in the Arabidopsis proteome",Molecular Plant Pathology,33245626,10.1111/mpp.12965,PMC7488465,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7488465
446,2020 Jul 28,"Chen J, Cao H, Lian M, Fang J",Five genes influenced by obesity may contribute to the development of thyroid cancer through the regulation of insulin levels,PeerJ,33240576,10.7717/peerj.9302,PMC7676376,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7676376
447,2020 Jul 24,"Zowalla R, Wetter T, Pfeifer D",Crawling the German Health Web: Exploratory Study and Graph Analysis,Journal of Medical Internet Research,32706701,10.2196/17853,PMC7414401,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7414401
448,2020 Jun 18,"Korn D, Bobrowski T, Li M, Kebede Y, Wang P, Owen P, Vaidya G, Muratov E, Chirkova R, Bizon C, Tropsha A",COVID-KOP: Integrating Emerging COVID-19 Data with the ROBOKOP Database,ChemRxiv,32601612,10.26434/chemrxiv.12462623,PMC7316095,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7316095
449,2020 Jun 16,"Elkin PL, Mullin S, Sakilay S",Rosacea Patients are at higher risk for Obstructive Sleep Apnea: Automated Retrospective Research,Studies in health technology and informatics,32570669,10.3233/SHTI200452,PMC9038075,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9038075
450,2020 Jun 3,"Akanbi A, Masinde M",A Distributed Stream Processing Middleware Framework for Real-Time Analysis of Heterogeneous Data on Big Data Platform: Case of Environmental Monitoring,"Sensors (Basel, Switzerland)",32503145,10.3390/s20113166,PMC7308861,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7308861
451,2020 Jun 2,"Varusai TM, Jupe S, Sevilla C, Matthews L, Gillespie M, Stein L, Wu G, D’Eustachio P, Metzakopian E, Hermjakob H",Using Reactome to build an autophagy mechanism knowledgebase,Autophagy,32486891,10.1080/15548627.2020.1761659,PMC8204961,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8204961
452,2020 Jun,"Zhang Y, Ives ZG",Finding Related Tables in Data Lakes for Interactive Data Science,Proceedings. ACM-Sigmod International Conference on Management of Data,33132489,10.1145/3318464.3389726,PMC7593834,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7593834
453,2020 May 20,"Velásquez W, Alvarez-Alvarado MS, Munoz-Arcentales A, López-Pernas S, Salvachúa J",Body Mass Index in Human Gait for Building Risk Assessment Using Graph Theory,"Sensors (Basel, Switzerland)",32443807,10.3390/s20102899,PMC7287682,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7287682
454,2020 May 14,"Le-Tuan A, Hayes  C, Hauswirth M, Le-Phuoc D",Pushing the Scalability of RDF Engines on IoT Edge Devices ,"Sensors (Basel, Switzerland)",32422961,10.3390/s20102788,PMC7284853,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7284853
455,2020 May 8,"Yuan Z, Finan S, Warner J, Savova G, Hochheiser H",Interactive Exploration of Longitudinal Cancer Patient Histories Extracted From Clinical Text,JCO Clinical Cancer Informatics,32383981,10.1200/CCI.19.00115,PMC7265796,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7265796
456,2020 Apr 27,"Recanatini M, Cabrelle C",Drug Research Meets Network Science: Where Are We?,Journal of Medicinal Chemistry,32338900,10.1021/acs.jmedchem.9b01989,PMC8007104,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8007104
457,2020 Apr 17,"van Bilsen JH, Dulos R, van Stee MF, Meima MY, Rouhani Rankouhi T, Neergaard Jacobsen L, Staudt Kvistgaard A, Garthoff JA, Knippels LM, Knipping K, Houben GF, Verschuren L, Meijerink M, Krishnan S",Seeking Windows of Opportunity to Shape Lifelong Immune Health: A Network-Based Strategy to Predict and Prioritize Markers of Early Life Immune Modulation,Frontiers in Immunology,32362896,10.3389/fimmu.2020.00644,PMC7182036,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7182036
458,2020 Apr 7,"Callahan TJ, Tripodi IJ, Pielke-Lombardo H, Hunter LE",Knowledge-Based Biomedical Data Science,Annual review of biomedical data science,33954284,10.1146/annurev-biodatasci-010820-091627,PMC8095730,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8095730
459,2020 Mar 11,"Angles R, Arenas-Salinas M, García R, Reyes-Suarez JA, Pohl E","GSP4PDB: a web tool to visualize, search and explore protein-ligand structural patterns",BMC Bioinformatics,32164553,10.1186/s12859-020-3352-x,PMC7068854,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7068854
460,2020 Feb 28,"Woody SK, Burdick D, Lapp H, Huang ES",Application programming interfaces for knowledge transfer and generation in the life sciences and healthcare,NPJ Digital Medicine,32140567,10.1038/s41746-020-0235-5,PMC7048845,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7048845
461,2020 Feb 24,"Vos RA, Katayama T, Mishima H, Kawano S, Kawashima S, Kim JD, Moriya Y, Tokimatsu T, Yamaguchi A, Yamamoto Y, Wu H, Amstutz P, Antezana E, Aoki NP, Arakawa K, Bolleman JT, Bolton E, Bonnal RJ, Bono H, Burger K, Chiba H, Cohen KB, Deutsch EW, Fernández-Breis JT, Fu G, Fujisawa T, Fukushima A, García A, Goto N, Groza T, Hercus C, Hoehndorf R, Itaya K, Juty N, Kawashima T, Kim JH, Kinjo AR, Kotera M, Kozaki K, Kumagai S, Kushida T, Lütteke T, Matsubara M, Miyamoto J, Mohsen A, Mori H, Naito Y, Nakazato T, Nguyen-Xuan J, Nishida K, Nishida N, Nishide H, Ogishima S, Ohta T, Okuda S, Paten B, Perret JL, Prathipati P, Prins P, Queralt-Rosinach N, Shinmachi D, Suzuki S, Tabata T, Takatsuki T, Taylor K, Thompson M, Uchiyama I, Vieira B, Wei CH, Wilkinson M, Yamada I, Yamanaka R, Yoshitake K, Yoshizawa AC, Dumontier M, Kosaki K, Takagi T",BioHackathon 2015: Semantics of data for life sciences and reproducible research,F1000Research,32308977,10.12688/f1000research.18236.1,PMC7141167,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7141167
462,2020 Feb 18,"Rizvi RF, Vasilakes J, Adam TJ, Melton GB, Bishop JR, Bian J, Tao C, Zhang R",iDISK: the integrated DIetary Supplements Knowledge base,Journal of the American Medical Informatics Association : JAMIA,32068839,10.1093/jamia/ocz216,PMC7075538,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7075538
463,2020 Feb 4,"Cimmino A, Poveda-Villalón M, García-Castro  R",eWoT: A Semantic Interoperability Approach for Heterogeneous IoT Ecosystems Based on the Web of Things,"Sensors (Basel, Switzerland)",32033027,10.3390/s20030822,PMC7038691,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7038691
464,2020 Feb 3,"Arloth J, Eraslan G, Andlauer TF, Martins J, Iurato S, Kühnel B, Waldenberger M, Frank J, Gold R, Hemmer B, Luessi F, Nischwitz S, Paul F, Wiendl H, Gieger C, Heilmann-Heimbach S, Kacprowski T, Laudes M, Meitinger T, Peters A, Rawal R, Strauch K, Lucae S, Müller-Myhsok B, Rietschel M, Theis FJ, Binder EB, Mueller NS",DeepWAS: Multivariate genotype-phenotype associations by directly integrating regulatory information using deep learning,PLoS Computational Biology,32012148,10.1371/journal.pcbi.1007616,PMC7043350,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7043350
465,2020 Jan 30,"Villalba-Díez J, Molina M, Ordieres-Meré J, Sun S, Schmidt D, Wellbrock W",Geometric Deep Lean Learning: Deep Learning in Industry 4.0 Cyber–Physical Complex Networks,"Sensors (Basel, Switzerland)",32019148,10.3390/s20030763,PMC7038400,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7038400
466,2020 Jan 3,"Salvi D, Poffley E, Orchard E, Tarassenko L",The Mobile-Based 6-Minute Walk Test: Usability Study and Algorithm Development and Validation,JMIR mHealth and uHealth,31899457,10.2196/13756,PMC6969385,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6969385
467,2020,"Hedberg TD Jr, Manas B, Camelio JA",Using graphs to link data across the product lifecycle for enabling smart manufacturing digital threads,Journal of computing and information science in engineering,32831801,both_none_560,PMC7437158,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7437158
468,2019 Dec 20,"Park B, Lee W, Park I, Han K",Finding prognostic gene pairs for cancer from patient-specific gene networks,BMC Medical Genomics,31856825,10.1186/s12920-019-0634-0,PMC6923916,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6923916
469,2019 Dec 5,"Wercelens P, da Silva W, Hondo F, Castro K, Walter ME, Araújo A, Lifschitz S, Holanda M",Bioinformatics Workflows With NoSQL Database in Cloud Computing,Evolutionary Bioinformatics Online,31839702,10.1177/1176934319889974,PMC6896126,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6896126
470,2019 Nov 21,"Mihaylov I, Kańduła M, Krachunov M, Vassilev D",A novel framework for horizontal and vertical data integration in cancer studies with application to survival time prediction models,Biology Direct,31752974,10.1186/s13062-019-0249-6,PMC6868770,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6868770
471,2019 Nov 18,"Thilakaratne M, Falkner K, Atapattu T",A systematic review on literature-based discovery workflow,PeerJ Computer Science,33816888,10.7717/peerj-cs.235,PMC7924697,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7924697
472,2019 Nov 13,"Meijerink M, van den Broek TJ, Dulos R, Garthoff J, Knippels L, Knipping K, Harthoorn L, Houben G, Verschuren L, van Bilsen J",Network-Based Selection of Candidate Markers and Assays to Assess the Impact of Oral Immune Interventions on Gut Functions,Frontiers in Immunology,31798593,10.3389/fimmu.2019.02672,PMC6863931,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6863931
473,2019 Nov 8,"Shefchek KA, Harris NL, Gargano M, Matentzoglu N, Unni D, Brush M, Keith D, Conlin T, Vasilevsky N, Zhang XA, Balhoff JP, Babb L, Bello SM, Blau H, Bradford Y, Carbon S, Carmody L, Chan LE, Cipriani V, Cuzick A, Della Rocca M, Dunn N, Essaid S, Fey P, Grove C, Gourdine JP, Hamosh A, Harris M, Helbig I, Hoatlin M, Joachimiak M, Jupp S, Lett KB, Lewis SE, McNamara C, Pendlington ZM, Pilgrim C, Putman T, Ravanmehr V, Reese J, Riggs E, Robb S, Roncaglia P, Seager J, Segerdell E, Similuk M, Storm AL, Thaxon C, Thessen A, Jacobsen JO, McMurry JA, Groza T, Köhler S, Smedley D, Robinson PN, Mungall CJ, Haendel MA, Munoz-Torres MC, Osumi-Sutherland D",The Monarch Initiative in 2019: an integrative data and analytic platform connecting phenotypes to genotypes across species,Nucleic Acids Research,31701156,10.1093/nar/gkz997,PMC7056945,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7056945
474,2019 Nov 4,"Naithani S, Gupta P, Preece J, D’Eustachio P, Elser JL, Garg P, Dikeman DA, Kiff J, Cook J, Olson A, Wei S, Tello-Ruiz MK, Mundo AF, Munoz-Pomer A, Mohammed S, Cheng T, Bolton E, Papatheodorou I, Stein L, Ware D, Jaiswal P",Plant Reactome: a knowledgebase and resource for comparative pathway analysis,Nucleic Acids Research,31680153,10.1093/nar/gkz996,PMC7145600,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7145600
475,2019 Oct 15,"Beck T, Shorter T, Brookes AJ",GWAS Central: a comprehensive resource for the discovery and comparison of genotype and phenotype data from genome-wide association studies,Nucleic Acids Research,31612961,10.1093/nar/gkz895,PMC7145571,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7145571
476,2019 Oct 15,"Lobentanzer S, Hanin G, Klein J, Soreq H",Integrative Transcriptomics Reveals Sexually Dimorphic Control of the Cholinergic/Neurokine Interface in Schizophrenia and Bipolar Disorder,Cell Reports,31618642,10.1016/j.celrep.2019.09.017,PMC6899527,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6899527
477,2019 Oct 10,"Rahman RU, Liebhoff AM, Bansal V, Fiosins M, Rajput A, Sattar A, Magruder DS, Madan S, Sun T, Gautam A, Heins S, Liwinski T, Bethune J, Trenkwalder C, Fluck J, Mollenhauer B, Bonn S",SEAweb: the small RNA Expression Atlas web application,Nucleic Acids Research,31598718,10.1093/nar/gkz869,PMC6943056,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6943056
478,2019 Oct 9,"Nguyen Mau Quoc H, Serrano M, Mau Nguyen H, G. Breslin J, Le-Phuoc D",EAGLE—A Scalable Query Processing Engine for Linked Sensor Data ,"Sensors (Basel, Switzerland)",31600957,10.3390/s19204362,PMC6832792,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6832792
479,2019 Oct 4,PDBe-KB consortium VaradiMihalyM1BerrisfordJohnJ1DeshpandeMandarM1NairSreenath SSS1GutmanasAleksandrasA1ArmstrongDavidD1PravdaLukasL1Al-LazikaniBissanB2AnyangoStephenS1BartonGeoffrey JGJ3BerkaKarelK4BlundellTomT5BorkakotiNeeraN1DanaJoseJ1DasSayoniS6DeySucharitaS7MiccoPatrizio DiPD2FraternaliFrancaF8GibsonTobyT9Helmer-CitterichManuelaM10HokszaDavidD1121HuangLiang-ChinLC12JainRishabhR9JubbHarryH13KannasChristosC2KannanNatarajanN12KocaJaroslavJ1422KrivakRadoslavR11KumarManjeetM9LevyEmmanuel DED7MadeiraFF1MadhusudhanM SMS15MartellHenry JHJ16MacGowanStuartS3McGreigJake EJE16MirSaqibS1MukhopadhyayAbhikA1ParcaLucaL10Paysan-LafosseTyphaineT1RaduskyLeandroL17RibeiroAntonioA1SerranoLuisL17SillitoeIanI6SinghGulzarG15SkodaPetrP11SvobodovaRadkaR1422TyzackJonathanJ1ValenciaAlfonsoA18FernandezEloy VillasclarasEV2VrankenWimW19WassMarkM16ThorntonJanetJ1SternbergMichaelM20OrengoChristineC6VelankarSameerS1,PDBe-KB: a community-driven resource for structural and functional annotations,Nucleic Acids Research,31584092,10.1093/nar/gkz853,PMC6943075,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6943075
480,2019 Sep 25,The Alliance of Genome Resources Consortium AgapiteJulieJAlbouLaurent-PhilippeLPAleksanderSuziSArgasinskaJoannaJArnaboldiValerioVAttrillHelenHBelloSusan MSMBlakeJudith AJABlodgettOlinOBradfordYvonne MYMBultCarol JCJCainScottSCalviBrian RBRCarbonSethSChanJuancarlosJChenWen JWJCherryJ MichaelJMChoJaehyoungJChristieKaren RKRCrosbyMadeline AMAPonsJeff DeJDDolanMary EMEdos SantosGilbertoGDunnBarbaraBDunnNathanNEagleAnneAEbertDustinDEngelStacia RSRFashenaDavidDFrazerKenKGaoSibylSGondweFelixFGoodmanJoshJGramatesL SianLSGroveChristian ACAHarrisToddTHarrisonMarie-ClaireMCHoweDouglas GDGHoweKevin LKLJhaSagarSKadinJames AJAKaufmanThomas CTCKalitaPatrickPKarraKalpanaKKishoreRanjanaRLaulederkindStanSLeeRaymondRMacPhersonKevin AKAMarygoldSteven JSJMatthewsBeverleyBMillburnGillianGMiyasatoStuartSMoxonSierraSMuellerHans-MichaelHMMungallChristopherCMuruganujanAnushyaAMushayahamaTremayneTNashRobert SRSNgPatrickPPauliniMichaelMPerrimonNorbertNPichChristianCRacitiDanielaDRichardsonJoel EJERussellMatthewMGelbartSusan RussoSRRuzickaLeylaLSchaperKevinKShimoyamaMaryMSimisonMattMSmithCynthiaCShawDavid RDRShrivatsavAjayASkrzypekMarekMSmithJennifer RJRSternbergPaul WPWTaboneChristopher JCJThomasPaul DPDThotaJyothiJToroSabrinaSTomczukMonikaMTutajMarekMTutajMonikaMUrbanoJose-MariaJMAukenKimberly VanKVSlykeCeri E VanCEWangShur-JenSJWengShuaiSWesterfieldMonteMWilliamsGaryGWongEdith DEDWrightAdamAYookKarenK,Alliance of Genome Resources Portal: unified model organism research platform,Nucleic Acids Research,31552413,10.1093/nar/gkz813,PMC6943066,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6943066
481,2019 Sep 16,"Nguengang Wakap S, Lambert DM, Olry A, Rodwell C, Gueydan C, Lanneau V, Murphy D, Le Cam Y, Rath A",Estimating cumulative point prevalence of rare diseases: analysis of the Orphanet database,European Journal of Human Genetics,31527858,10.1038/s41431-019-0508-0,PMC6974615,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6974615
482,2019 Sep 15,"Villalba-Diez J, Schmidt D, Gevers R, Ordieres-Meré J, Buchwitz M, Wellbrock W",Deep Learning for Industrial Computer Vision Quality Control in the Printing Industry 4.0,"Sensors (Basel, Switzerland)",31540187,10.3390/s19183987,PMC6767246,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6767246
483,2019 Aug 8,"He X, Zhang R, Rizvi R, Vasilakes J, Yang X, Guo Y, He Z, Prosperi M, Huo J, Alpert J, Bian J",ALOHA: developing an interactive graph-based visualization for dietary supplement knowledge graph through user-centered design,BMC Medical Informatics and Decision Making,31391091,10.1186/s12911-019-0857-1,PMC6686235,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6686235
484,2019 Aug 2,"Chen T, Zhang Y, Wang Z, Wang D, Li H, Liu W",SinoPedia—A Linked Data Services platform for decentralized knowledge base,PLoS ONE,31374080,10.1371/journal.pone.0219992,PMC6677298,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6677298
485,2019 Jul 30,"Sánchez LF, Burger B, Horro C, Fabregat A, Johansson S, Njølstad PR, Barsnes H, Hermjakob H, Vaudel M",PathwayMatcher: proteoform-centric network construction enables fine-granularity multiomics pathway mapping,GigaScience,31363752,10.1093/gigascience/giz088,PMC6667378,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6667378
486,2019 Jul 29,"Hendling M, Barišić I",In-silico Design of DNA Oligonucleotides: Challenges and Approaches,Computational and Structural Biotechnology Journal,31452858,10.1016/j.csbj.2019.07.008,PMC6700205,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6700205
487,2019 Jul 10,"Nelson CA, Butte AJ, Baranzini SE",Integrating biomedical research and electronic health records to create knowledge-based biologically meaningful machine-readable embeddings,Nature Communications,31292438,10.1038/s41467-019-11069-0,PMC6620318,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6620318
488,2019 Jul 9,"Mignone A, Grand A, Fiori A, Medico E, Bertotti A",Semalytics: a semantic analytics platform for the exploration of distributed and heterogeneous cancer data in translational research,Database: The Journal of Biological Databases and Curation,31287543,10.1093/database/baz080,PMC6615453,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6615453
489,2019 Jul 4,"Lo Giudice P, Nocera A, Ursino D, Virgili L",Building Topic-Driven Virtual IoTs in a Multiple IoTs Scenario,"Sensors (Basel, Switzerland)",31277486,10.3390/s19132956,PMC6650851,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6650851
490,2019 Jul 1,"Dolezel D, McLeod A",Big Data Analytics in Healthcare: Investigating the Diffusion of Innovation,Perspectives in Health Information Management,31423120,both_none_589,PMC6669368,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6669368
491,2019 Jul 1,"Couch D, Yu Z, Nam JH, Allen C, Ramos PS, da Silveira WA, Hunt KJ, Hazard ES, Hardiman G, Lawson A, Chung D",GAIL: An interactive webserver for inference and dynamic visualization of gene-gene associations based on gene ontology guided mining of biomedical literature,PLoS ONE,31260503,10.1371/journal.pone.0219195,PMC6602258,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6602258
492,2019 Jun 28,"Kratochvíl M, Vondrášek J, Galgonek J",Interoperable chemical structure search service,Journal of Cheminformatics,31254167,10.1186/s13321-019-0367-2,PMC6599361,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6599361
