PMID,PMCID,DOI,Link Attachments,Title,1st B-Shortlist,2nd B-Shortlist,final decision,Category - 1st reviewer,Category - 2nd reviewer,Resource name,Availability,Updates,Used DB,Content,Reason for including/ excluding,Keywords,Reviewer keyword annotations,MeSH terms,Date,Author,Publication Title
36542426,PMC9813822,10.2196/40534,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9813822; https://doi.org/10.2196/40534,Natural Language Processing and Graph Theory: Making Sense of Imaging Records in a Novel Representation Frame,N,N,N,METHOD,METHOD,,,,Neo4j,It discusses the use of graph theory in representing imaging records and introduces a novel representation frame using natural language processing and graph theory,excluded: out of scope,resource planning.; radiology reports; deep learning; NLP; date extraction; graph theory; temporal referrals; health care information system; radiology; imaging record,NPL for imaging data,,2022 Dec 21,"Binsfeld Gonçalves L, Nesic I, Obradovic M, Stieltjes B, Weikert T, Bremerich J",JMIR Medical Informatics
35819939,PMC9805296,10.1021/acs.chemrestox.2c00074,https://doi.org/10.1021/acs.chemrestox.2c00074; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9805296,Automating Predictive Toxicology Using ComptoxAI,N,N,N,OTHERS,OTHERS,,,,,A knowledge base and graph-based analytics approach for taxicology,excluded: out of scope,,,"Toxicology; Quantitative Structure-Activity Relationship; Artificial Intelligence; Computational Biology; Databases, Factual",2022 Jul 12,"Romano JD, Hao Y, Moore JH, Penning TM",Chemical research in toxicology
36554210,PMC9777930,10.3390/e24121805,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9777930; https://doi.org/10.3390/e24121805,Complex Knowledge Base Question Answering for Intelligent Bridge Management Based on Multi-Task Learning and Cross-Task Constraints,N,N,N,OTHERS,OTHERS,,,,,It discusses the use of multi-task learning and cross-task constraints to build a complex knowledge base question answering system for intelligent bridge management,excluded: out of scope,cross-task constraints; bridge management; knowledge base question answering; multi-task learning; complex question,bridge management,,2022 Dec 10,"Yang X, Yang J, Li R, Li H, Zhang H, Zhang Y",Entropy
36532790,PMC9742041,10.1007/s10639-022-11479-6,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9742041; https://doi.org/10.1007/s10639-022-11479-6,Towards intelligent E-learning systems,N,N,N,OTHERS,OTHERS,,,,,"Reviews the intelligent e-learning systems using various technologies such as AI, NNs, and fuzzy logic",excluded: out of scope,Smart learning; E-learning system; Big data; Personalized earning,,,2022 Dec 12,"Liu M, Yu D",Education and Information Technologies
36433613,PMC9692741,10.3390/s22229021,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9692741; https://doi.org/10.3390/s22229021,A Dynamic Deployment Method of Security Services Based on Malicious Behavior Knowledge Base,N,N,N,OTHERS,OTHERS,,,,,development of a dynamic deployment method of security services based on a malicious behavior knowledge base,excluded: out of scope,service function chain; attack detection; security service; malicious behavior knowledge base,security service,Knowledge Bases; Computer Security,2022 Nov 21,"Guo Q, Li M, Wang W, Liu Y","Sensors (Basel, Switzerland)"
36359679,PMC9689069,10.3390/e24111589,https://doi.org/10.3390/e24111589; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9689069,Bearing Fault Diagnosis Method Based on Convolutional Neural Network and Knowledge Graph,N,N,N,OTHERS,OTHERS,,,,,development of a bearing fault diagnosis method based on a convolutional neural network and a knowledge graph,excluded: out of scope,fault diagnosis; attention mechanism; knowledge graph; convolutional neural network,fault diagnosis,,2022 Nov 2,"Li Z, Li Y, Sun Q, Qi B",Entropy
36251274,PMC9575582,10.1093/gigascience/giac089,https://doi.org/10.1093/gigascience/giac089; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9575582,"CORAL: A framework for rigorous self-validated data modeling and integrative, reproducible data analysis",Y,Y,Y,ONTOLOGY,ONTOLOGY,CORAL,https://github.com/jmchandonia/CORAL,,ArangoDB,it discusses a framework for integrating and analyzing complex biological data.,included: Discusses the content integration in GDB in conenction to FAIR principles.,contexton; FAIR data; data management; data analysis; Jupyter; provenance; microtype,general biomed,Anthozoa; Animals; Data Analysis,2022 Oct 17,"Novichkov PS, Chandonia JM, Arkin AP",GigaScience
36212894,PMC9525233,10.1007/s12652-022-04427-2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9525233; https://doi.org/10.1007/s12652-022-04427-2,Data mining methodology for obtaining epidemiological data in the context of road transport systems,N,N,N,OTHERS,OTHERS,,,,,focuses on the application of data mining methods to obtain epidemiological data related to road transport systems.,excluded: out of scope,COVID-19; Contact patterns; Data mining; Intelligent transport systems; Network epidemiology,epidemiological data,,2022 Oct 1,"Cristóbal T, Quesada-Arencibia A, de Blasio GS, Padrón G, Alayón F, García CR",Journal of Ambient Intelligence and Humanized Computing
36304325,PMC9580872,10.3389/fbinf.2022.958378,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9580872; https://doi.org/10.3389/fbinf.2022.958378,The druggable genome: Twenty years later,N?,N,N,REVIEW,REVIEW,,,,,"reviews approaches and provides several GDBs examples on understanding the druggable genome , particularly in the context of identifying key proteins and pathways involved in disease and drug response",excluded: out of scope,druggability; drug target identification; artificial intelligence; knowledge graph; druggable genome; tractability,druggable genome (subset of genes that encode for proteins that can be targeted by drugs),,2022 Sep 30,"Radoux CJ, Vianello F, McGreig J, Desai N, Bradley AR",Frontiers in Bioinformatics
36175836,PMC9520835,10.1186/s12859-022-04932-3,https://doi.org/10.1186/s12859-022-04932-3; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9520835,RTX-KG2: a system for building a semantically standardized knowledge graph for translational biomedicine,Y,Y,Y,INTEGRATED,INTEGRATED,RTX-KG2,https://github.com/RTXteam/RTX-KG2,,Neo4j,creates a knowledge graph that integrates data from multiple sources in a standardized way.,included: Presents a recent example of a knowledge base integrating multiple resources available in biomedical standards.,Knowledge graph; Biomedical knowledge integration; Semantic normalization,translational medicine,"Semantics; Pattern Recognition, Automated; Software; Translational Science, Biomedical; Knowledge",2022 Sep 29,"Wood EC, Glen AK, Kvarfordt LG, Womack F, Acevedo L, Yoon TS, Ma C, Flores V, Sinha M, Chodpathumwan Y, Termehchy A, Roach JC, Mendoza L, Hoffman AS, Deutsch EW, Koslicki D, Ramsey SA",BMC Bioinformatics
36173162,,10.1002/pro.4439,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9517934; https://doi.org/10.1002/pro.4439,"PDBe and PDBe‐KB: Providing high‐quality, up‐to‐date and integrated resources of macromolecular structures to support basic and applied research and education;  PDBe and PDBe‐KB: Providing high‐quality, up‐to‐date and integrated resources of macromolecular structures to support basic and applied research and education",YY,Y,Y,INTEGRATED,INTEGRATED,PDBe-KB,https://www.ebi.ac.uk/pdbe/pdbe-kb/,,Neo4j,describes the GDB components for the Protein Data Bank in Europe,included: showcasts the advantages for GDB on large-scale and known protein resources.,structural biology; databases; bioinformatics; protein data bank,protein,"Databases, Protein; Nucleic Acids; Protein Conformation; Europe; Proteins [chemistry]",2022 Sep 28,"Varadi M, Anyango S, Appasamy SD, Armstrong D, Bage M, Berrisford J, Choudhary P, Bertoni D, Deshpande M, Leines GD, Ellaway J, Evans G, Gaborova R, Gupta D, Gutmanas A, Harrus D, Kleywegt GJ, Bueno WM, Nadzirin N, Nair S, Pravda L, Afonso MQ, Sehnal D, Tanweer A, Tolchard J, Abrams C, Dunlop R, Velankar S",Protein Science : A Publication of the Protein Society
36236353,PMC9573438,10.3390/s22197253,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9573438; https://doi.org/10.3390/s22197253,A Kamm’s Circle-Based Potential Risk Estimation Scheme in the Local Dynamic Map Computation Enhanced by Binary Decision Diagrams,N,N,N,OTHERS,OTHERS,,,,,proposes a method for potential risk estimation in dynamic systems using Kamm's circle and binary decision diagrams,excluded: out of scope,binary decision diagrams; local dynamic map; Geohash; collision avoidance; Kamm’s/traction circle; cooperative ITS; branching programs,,Reactive Oxygen Species; Risk Factors,2022 Sep 24,"Kumar A, Wagatsuma H","Sensors (Basel, Switzerland)"
36129923,PMC9491590,10.1371/journal.pone.0274164,https://doi.org/10.1371/journal.pone.0274164; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9491590,Knowledge graph of alpine skiing events: A focus on meteorological conditions,N,N,N,OTHERS,OTHERS,,,,,A KG of alpine skiing events,excluded: out of scope,,,"Pattern Recognition, Automated; Meteorology; Athletic Injuries; Skiing; Humans; Seasons",2022 Sep 21,"Tang W, Zhang X, Feng D, Wang Y, Ye P, Qu H",PLoS ONE
36204454,PMC9531751,10.3389/frma.2022.990921,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9531751; https://doi.org/10.3389/frma.2022.990921,"Impact of supervisors' research style on young biomedical scientists' capacity development as measured by REDi, a novel index of crossdisciplinarity",N,N,N,OTHERS,OTHERS,,,,,A study on Research Diversity Index (REDi),excluded: out of scope,diachronic effect; correlation analysis; funding; Research Diversity Index (REDi); research activities; collaborative networks,,,2022 Sep 20,"Hashiguchi A, Hamada H, Takahashi S, Honda K",Frontiers in Research Metrics and Analytics
36158572,PMC9494275,10.3389/fmolb.2022.962799,https://doi.org/10.3389/fmolb.2022.962799; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9494275,Overview of methods for characterization and visualization of a protein–protein interaction network in a multi-omics integration context,Y,Y,Y,REVIEW,REVIEW,,,,Neo4j,"A recent review on PPI prediction and visualisation, including GDB approaches",included: it informs on GDB approaches for PPI prediction and visualisation,computational prediction; interactome; protein-protein interaction; graphic view; biological network; integrated strategies,PPI,,2022 Sep 8,"Robin V, Bodein A, Scott-Boyer MP, Leclercq M, Périn O, Droit A",Frontiers in Molecular Biosciences
36075956,PMC9458673,10.1038/s41598-022-19484-y,https://doi.org/10.1038/s41598-022-19484-y; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9458673,Using global navigation satellite systems for modeling athletic performances in elite football players,N,N,N,OTHERS,OTHERS,,,,,Modelling of athletic performances in elite football players,excluded: out of scope,,,Football [injuries]; Athletic Performance; Soccer; Acceleration,2022 Sep 8,"Imbach F, Ragheb W, Leveau V, Chailan R, Candau R, Perrey S",Scientific Reports
36120162,PMC9473331,10.5210/ojphi.v14i1.12577,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9473331; https://doi.org/10.5210/ojphi.v14i1.12577,The Representation of Causality and Causation with Ontologies: A Systematic Literature Review,Y?,N,N,OTHERS,OTHERS,,,,,It is a systematic review for ontologies in systems biomedicine,excluded: out of scope,causation; knowledge representation; ontology; causality,,,2022 Sep 7,"Sawesi S, Rashrash M, Dammann O",Online Journal of Public Health Informatics
36147662,PMC9464643,10.1016/j.csbj.2022.08.061,https://doi.org/10.1016/j.csbj.2022.08.061; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC9464643,The potential of a data centred approach & knowledge graph data representation in chemical safety and drug design,Y,Y,Y,REVIEW,REVIEW,,,,Neo4j,It is a recent overview on KGs in various phases of systems biomedicine,included: it can inform on recent trends as well as on Perspectives,Data integration; Toxicology; Drug design; Knowledge graph; Big data; Chemical safety,"chemical, drug development",,2022 Sep 5,"Pavel A, Saarimäki LA, Möbus L, Federico A, Serra A, Greco D",Computational and Structural Biotechnology Journal
35161730,PMC8839111,10.3390/s22030985,https://doi.org/10.3390/s22030985; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8839111,Knowledge Graph Based Hard Drive Failure Prediction,N,N,N,OTHERS,OTHERS,,,,,Knowledge Graph Based Hard Drive Failure Prediction,excluded: out of scope,machine learning; reliability; predictive maintenance; failure prediction; knowledge graphs; hard drive,,"Semantics; Pattern Recognition, Automated; Reproducibility of Results; Machine Learning; Knowledge",2022 Jan 27,"Chhetri TR, Kurteva A, Adigun JG, Fensel A","Sensors (Basel, Switzerland)"
35103230,PMC8791650,10.1007/s12553-022-00639-w,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8791650; https://doi.org/10.1007/s12553-022-00639-w,Semantic interoperability in health records standards: a systematic literature review,N,N,N,REVIEW,REVIEW,,,,,a comprehensive systematic literature review of semantic interoperability in electronic health records,excluded: out of scope,Health standard; EHR; Health record; Semantic interoperability; Systematic review,,,2022 Jan 26,"de Mello BH, Rigo SJ, da Costa CA, da Rosa Righi R, Donida B, Bez MR, Schunke LC",Health and Technology
35052486,PMC8774942,10.3390/genes13010146,https://doi.org/10.3390/genes13010146; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8774942,Gene Network of Susceptibility to Atypical Femoral Fractures Related to Bisphosphonate Treatment,Y?,N,N,INTEGRATED,INTEGRATED,AFFNET,https://compgen.bio.ub.edu/AFFgenes/,,Neo4j,A gene network for atypical femoral fractures. ,excluded: resource not available,bisphosphonates; WES; atypical femoral fractures,genomics; atypical femoral fractures,"Osteoporosis, Postmenopausal [drug therapy]; Gene Regulatory Networks; Aged; Femoral Fractures [etiology]; Bone Density Conservation Agents [adverse effects]; Diphosphonates [adverse effects]; Case-Control Studies; Gene Expression Profiling; Humans; Female; Gene Expression Regulation [drug effects]",2022 Jan 14,"Garcia-Giralt N, Roca-Ayats N, Abril JF, Martinez-Gil N, Ovejero D, Castañeda S, Nogues X, Grinberg D, Balcells S, Rabionet R",Genes
35111920,PMC8771769,10.7717/peerj-cs.835,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8771769; https://doi.org/10.7717/peerj-cs.835,The role of software in science: a knowledge graph-based analysis of software mentions in PubMed Central,N,N,N,OTHERS,OTHERS,,,,,a knowledge graph-based analysis of software mentions in PubMed Central,excluded: out of scope,Knowledge graph; Software mention; Software citation; Named entity recognition,,,2022 Jan 14,"Schindler D, Bensmann F, Dietze S, Krüger F",PeerJ Computer Science
34867075,PMC8629732,10.1007/s10664-021-10063-9,https://doi.org/10.1007/s10664-021-10063-9; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8629732; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8629732/,Enjoy your observability: an industrial survey of microservice tracing and analysis; Enjoy your observability: an industrial survey of microservice tracing and analysis.,N,N,N,METHOD,METHOD,,,,,survey on technical features for microservice in cloud; a survey of microservice tracing and analysis,excluded: out of scope,Tracing; Microservice; Industrial survey; Logging,"Survey, microservice in cloud",,2021 Nov 30,"Peng, Xin; Li B, Peng X, Xiang Q, Wang H, Xie T, Sun J, Liu X; Wang, Hanzhang; Liu, Xuanzhe; Li, Bowen; Sun, Jun; Xiang, Qilin; Xie, Tao",Empirical Software Engineering
34779043,PMC8740842,10.1002/pro.4239,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8740842; https://doi.org/10.1002/pro.4239,The importance of residue‐level filtering and the Top2018 best‐parts dataset of high‐quality protein residues,N,N,N,OTHERS,OTHERS,,,,,a residue-level filtering for protein residues datasets,excluded: out of scope,structure validation; structural bioinformatics; Zenodo; protein library; reference data,,"Databases, Protein; Crystallography, X-Ray; Software; Protein Conformation; Models, Molecular; Algorithms; Computational Biology; Proteins [chemistry]",2021 Nov 29,"Williams CJ, Richardson DC, Richardson JS",Protein Science : A Publication of the Protein Society
34824199,PMC8617287,10.1038/s41467-021-27138-2,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8617287/; https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8617287,Network medicine for disease module identification and drug repurposing with the NeDRex platform; Network medicine for disease module identification and drug repurposing with the NeDRex platform.,Y,Y,Y,INTEGRATED,INTEGRATED,NeDRexDB,http://neo4j.nedrex.net/,,Neo4j,Describes an integrated framework that supports network-based analytics for disease module identification and drug repurposing,included: a solid example of a comprehensive integrative platform implementings several network-based algorithms on the top of the KG to facilitate network-based analysis and exploration of integrated content,,drug repurposing,"Workflow; Knowledge Bases; Disease [classification]; Humans; Drug Repositioning [methods]; Algorithms; Computational Biology; Databases, Factual",2021 Nov 25; 2021-11-25,"Sadegh S, Skelton J, Anastasi E, Bernett J, Blumenthal DB, Galindez G, Salgado-Albarrán M, Lazareva O, Flanagan K, Cockell S, Nogales C, Casas AI, Schmidt HH, Baumbach J, Wipat A, Kacprowski T; Lazareva, Olga; Nogales, Cristian; Kacprowski, Tim; Blumenthal, David B.; Anastasi, Elisa; Galindez, Gihanna; Salgado-Albarrán, Marisol; Schmidt, Harald H. H. W.; Bernett, Judith; Flanagan, Keith; Casas, Ana I.; Cockell, Simon; Skelton, James; Sadegh, Sepideh; Baumbach, Jan; Wipat, Anil",Nature Communications
